time,p_x,p_des_x,p_y,p_des_y,p_z,p_des_z,q_1,q_des_1,tau_1,q_2,q_des_2,tau_2,q_3,q_des_3,tau_3,q_4,q_des_4,tau_4,q_5,q_des_5,tau_5,q_6,q_des_6,tau_6
0.0,0.3818382035192473,0.38182321876505326,-0.07838853453133265,-0.07838598069070643,0.07852817376380575,0.07850217594211735,0.004084223881363869,0.004084223881363869,1.1401559069976637e-11,-0.8711572885513306,-0.8711572885513306,-6.968878172222957,0.4937193989753723,0.4937193989753723,-2.6651831347503907,-0.0009587379754520953,-0.0007669904152862728,-1.2877197506120055,1.3646037578582764,1.3647634983062744,-1.0813732701953536,0.0028762139845639467,0.0028762139845639467,7.1020221736136236e-12
0.005,0.3818382035192473,0.38182321876505326,-0.07838853453133265,-0.07838598069070643,0.07852817376380575,0.07850217594211735,0.004084223881363869,0.004084223881363869,1.1401559069976637e-11,-0.8711572885513306,-0.8711572885513306,-6.968878172222957,0.4937193989753723,0.4937193989753723,-2.6651831347503907,-0.0009587379754520953,-0.0007669904152862728,-1.2877197506120055,1.3646037578582764,1.3647634983062744,-1.0813732701953536,0.0028762139845639467,0.0028762139845639467,7.1020221736136236e-12
0.01,0.3818382035192473,0.38182321876505326,-0.07838853453133265,-0.07838598069070643,0.07852817376380575,0.07850217594211735,0.004084223881363869,0.004084223881363869,1.1401559069976637e-11,-0.8711572885513306,-0.8711572885513306,-6.968878172222957,0.4937193989753723,0.4937193989753723,-2.6651831347503907,-0.0009587379754520953,-0.0007669904152862728,-1.2877197506120055,1.3646037578582764,1.3647634983062744,-1.0813732701953536,0.0028762139845639467,0.0028762139845639467,7.1020221736136236e-12
0.015,0.3818382035192473,0.38182321876505326,-0.07838853453133265,-0.07838598069070643,0.07852817376380575,0.07850217594211735,0.004084223881363869,0.004084223881363869,1.1401559069976637e-11,-0.8711572885513306,-0.8711572885513306,-6.968878172222957,0.4937193989753723,0.4937193989753723,-2.6651831347503907,-0.0009587379754520953,-0.0007669904152862728,-1.2877197506120055,1.3646037578582764,1.3647634983062744,-1.0813732701953536,0.0028762139845639467,0.0028762139845639467,7.1020221736136236e-12
0.02,0.3818382035192473,0.38182321876505326,-0.07838853453133265,-0.07838598069070643,0.07852817376380575,0.07850217594211735,0.004084223881363869,0.004084223881363869,1.1401559069976637e-11,-0.8711572885513306,-0.8711572885513306,-6.968878172222957,0.4937193989753723,0.4937193989753723,-2.6651831347503907,-0.0009587379754520953,-0.0007669904152862728,-1.2877197506120055,1.3646037578582764,1.3647634983062744,-1.0813732701953536,0.0028762139845639467,0.0028762139845639467,7.1020221736136236e-12
0.025,0.3818382035192473,0.38182321876505326,-0.07838853453133265,-0.07838598069070643,0.07852817376380575,0.07850217594211735,0.004084223881363869,0.004084223881363869,1.1401559069976637e-11,-0.8711572885513306,-0.8711572885513306,-6.968878172222957,0.4937193989753723,0.4937193989753723,-2.6651831347503907,-0.0009587379754520953,-0.0007669904152862728,-1.2877197506120055,1.3646037578582764,1.3647634983062744,-1.0813732701953536,0.0028762139845639467,0.0028762139845639467,7.1020221736136236e-12
0.030000000000000002,0.3818382035192473,0.38182321876505326,-0.07838853453133265,-0.07838598069070643,0.07852817376380575,0.07850217594211735,0.004084223881363869,0.004084223881363869,1.1401559069976637e-11,-0.8711572885513306,-0.8711572885513306,-6.968878172222957,0.4937193989753723,0.4937193989753723,-2.6651831347503907,-0.0009587379754520953,-0.0007669904152862728,-1.2877197506120055,1.3646037578582764,1.3647634983062744,-1.0813732701953536,0.0028762139845639467,0.0028762139845639467,7.1020221736136236e-12
0.035,0.3818382035192473,0.38182321876505326,-0.07838853453133265,-0.07838598069070643,0.07852817376380575,0.07850217594211735,0.004084223881363869,0.004084223881363869,1.1401559069976637e-11,-0.8711572885513306,-0.8711572885513306,-6.968878172222957,0.4937193989753723,0.4937193989753723,-2.6651831347503907,-0.0009587379754520953,-0.0007669904152862728,-1.2877197506120055,1.3646037578582764,1.3647634983062744,-1.0813732701953536,0.0028762139845639467,0.0028762139845639467,7.1020221736136236e-12
0.04,0.3818382035192473,0.38182321876505326,-0.07838853453133265,-0.07838598069070643,0.07852817376380575,0.07850217594211735,0.004084223881363869,0.004084223881363869,1.1401559069976637e-11,-0.8711572885513306,-0.8711572885513306,-6.968878172222957,0.4937193989753723,0.4937193989753723,-2.6651831347503907,-0.0009587379754520953,-0.0007669904152862728,-1.2877197506120055,1.3646037578582764,1.3647634983062744,-1.0813732701953536,0.0028762139845639467,0.0028762139845639467,7.1020221736136236e-12
0.045,0.3818382035192473,0.38182321876505326,-0.07838853453133265,-0.07838598069070643,0.07852817376380575,0.07850217594211735,0.004084223881363869,0.004084223881363869,1.1401559069976637e-11,-0.8711572885513306,-0.8711572885513306,-6.968878172222957,0.4937193989753723,0.4937193989753723,-2.6651831347503907,-0.0009587379754520953,-0.0007669904152862728,-1.2877197506120055,1.3646037578582764,1.3647634983062744,-1.0813732701953536,0.0028762139845639467,0.0028762139845639467,7.1020221736136236e-12
0.049999999999999996,0.3818382035192473,0.38182321876505326,-0.07838853453133265,-0.07838598069070643,0.07852817376380575,0.07850217594211735,0.004084223881363869,0.004084223881363869,1.1401559069976637e-11,-0.8711572885513306,-0.8711572885513306,-6.968878172222957,0.4937193989753723,0.4937193989753723,-2.6651831347503907,-0.0009587379754520953,-0.0007669904152862728,-1.2877197506120055,1.3646037578582764,1.3647634983062744,-1.0813732701953536,0.0028762139845639467,0.0028762139845639467,7.1020221736136236e-12
0.05499999999999999,0.3818382035192473,0.38182321876505326,-0.07838853453133265,-0.07838598069070643,0.07852817376380575,0.07850217594211735,0.004084223881363869,0.004084223881363869,1.1401559069976637e-11,-0.8711572885513306,-0.8711572885513306,-6.968878172222957,0.4937193989753723,0.4937193989753723,-2.6651831347503907,-0.0009587379754520953,-0.0007669904152862728,-1.2877197506120055,1.3646037578582764,1.3647634983062744,-1.0813732701953536,0.0028762139845639467,0.0028762139845639467,7.1020221736136236e-12
0.05999999999999999,0.3818382035192473,0.38182321876505326,-0.07838853453133265,-0.07838598069070643,0.07852817376380575,0.07850217594211735,0.004084223881363869,0.004084223881363869,1.1401559069976637e-11,-0.8711572885513306,-0.8711572885513306,-6.968878172222957,0.4937193989753723,0.4937193989753723,-2.6651831347503907,-0.0009587379754520953,-0.0007669904152862728,-1.2877197506120055,1.3646037578582764,1.3647634983062744,-1.0813732701953536,0.0028762139845639467,0.0028762139845639467,7.1020221736136236e-12
0.06499999999999999,0.3818382035192473,0.38182321876505326,-0.07838853453133265,-0.07838598069070643,0.07852817376380575,0.07850217594211735,0.004084223881363869,0.004084223881363869,1.1401559069976637e-11,-0.8711572885513306,-0.8711572885513306,-6.968878172222957,0.4937193989753723,0.4937193989753723,-2.6651831347503907,-0.0009587379754520953,-0.0007669904152862728,-1.2877197506120055,1.3646037578582764,1.3647634983062744,-1.0813732701953536,0.0028762139845639467,0.0028762139845639467,7.1020221736136236e-12
0.06999999999999999,0.3818382035192473,0.38182321876505326,-0.07838853453133265,-0.07838598069070643,0.07852817376380575,0.07850217594211735,0.004084223881363869,0.004084223881363869,1.1401559069976637e-11,-0.8711572885513306,-0.8711572885513306,-6.968878172222957,0.4937193989753723,0.4937193989753723,-2.6651831347503907,-0.0009587379754520953,-0.0007669904152862728,-1.2877197506120055,1.3646037578582764,1.3647634983062744,-1.0813732701953536,0.0028762139845639467,0.0028762139845639467,7.1020221736136236e-12
0.075,0.3818382035192473,0.38182321876505326,-0.07838853453133265,-0.07838598069070643,0.07852817376380575,0.07850217594211735,0.004084223881363869,0.004084223881363869,1.1401559069976637e-11,-0.8711572885513306,-0.8711572885513306,-6.968878172222957,0.4937193989753723,0.4937193989753723,-2.6651831347503907,-0.0009587379754520953,-0.0007669904152862728,-1.2877197506120055,1.3646037578582764,1.3647634983062744,-1.0813732701953536,0.0028762139845639467,0.0028762139845639467,7.1020221736136236e-12
0.08,0.3818382035192473,0.38182321876505326,-0.07838853453133265,-0.07838598069070643,0.07852817376380575,0.07850217594211735,0.004084223881363869,0.004084223881363869,1.1401559069976637e-11,-0.8711572885513306,-0.8711572885513306,-6.968878172222957,0.4937193989753723,0.4937193989753723,-2.6651831347503907,-0.0009587379754520953,-0.0007669904152862728,-1.2877197506120055,1.3646037578582764,1.3647634983062744,-1.0813732701953536,0.0028762139845639467,0.0028762139845639467,7.1020221736136236e-12
0.085,0.3818382035192473,0.38182321876505326,-0.07838853453133265,-0.07838598069070643,0.07852817376380575,0.07850217594211735,0.004084223881363869,0.004084223881363869,1.1401559069976637e-11,-0.8711572885513306,-0.8711572885513306,-6.968878172222957,0.4937193989753723,0.4937193989753723,-2.6651831347503907,-0.0009587379754520953,-0.0007669904152862728,-1.2877197506120055,1.3646037578582764,1.3647634983062744,-1.0813732701953536,0.0028762139845639467,0.0028762139845639467,7.1020221736136236e-12
0.09000000000000001,0.3818382035192473,0.38182321876505326,-0.07838853453133265,-0.07838598069070643,0.07852817376380575,0.07850217594211735,0.004084223881363869,0.004084223881363869,1.1401559069976637e-11,-0.8711572885513306,-0.8711572885513306,-6.968878172222957,0.4937193989753723,0.4937193989753723,-2.6651831347503907,-0.0009587379754520953,-0.0007669904152862728,-1.2877197506120055,1.3646037578582764,1.3647634983062744,-1.0813732701953536,0.0028762139845639467,0.0028762139845639467,7.1020221736136236e-12
0.09500000000000001,0.3818382035192473,0.38182321876505326,-0.07838853453133265,-0.07838598069070643,0.07852817376380575,0.07850217594211735,0.004084223881363869,0.004084223881363869,1.1401559069976637e-11,-0.8711572885513306,-0.8711572885513306,-6.968878172222957,0.4937193989753723,0.4937193989753723,-2.6651831347503907,-0.0009587379754520953,-0.0007669904152862728,-1.2877197506120055,1.3646037578582764,1.3647634983062744,-1.0813732701953536,0.0028762139845639467,0.0028762139845639467,7.1020221736136236e-12
0.10000000000000002,0.3818382035192473,0.38182321876505326,-0.07838853453133265,-0.07838598069070643,0.07852817376380575,0.07850217594211735,0.004084223881363869,0.004084223881363869,1.1401559069976637e-11,-0.8711572885513306,-0.8711572885513306,-6.968878172222957,0.4937193989753723,0.4937193989753723,-2.6651831347503907,-0.0009587379754520953,-0.0007669904152862728,-1.2877197506120055,1.3646037578582764,1.3647634983062744,-1.0813732701953536,0.0028762139845639467,0.0028762139845639467,7.1020221736136236e-12
